country,year,womparl,quota,lnmmrt,lngdp
Argentina,1991,5.800000190734863,0,4.2626800537109375,9.393962860107422
Argentina,1992,5.800000190734863,0,4.23410701751709,9.492963790893555
Argentina,1993,14.399999618530273,0,4.174386978149414,9.53690242767334
Argentina,1994,14.399999618530273,0,4.158883094787598,9.580599784851074
Argentina,1995,21.799999237060547,0,4.143135070800781,9.539177894592285
Argentina,1996,21.799999237060547,0,4.143135070800781,9.580904006958008
Argentina,1997,27.600000381469727,0,4.158883094787598,9.647263526916504
Argentina,1998,27.600000381469727,0,4.110874176025391,9.673731803894043
Argentina,1999,26.5,0,4.127133846282959,9.628137588500977
Argentina,2000,26.5,0,4.0943450927734375,9.609107971191406
Argentina,2001,30.700000762939453,0,4.110874176025391,9.55290699005127
Argentina,2002,30.700000762939453,0,4.0943450927734375,9.4264678955078125
Argentina,2003,30.700000762939453,0,4.110874176025391,9.50012493133545
Argentina,2004,33.70000076293945,0,4.077538013458252,9.575688362121582
Argentina,2005,36.20000076293945,0,4.060442924499512,9.649799346923828
Argentina,2006,35,0,4.043050765991211,9.716691970825195
Argentina,2007,40,0,4.060442924499512,9.792595863342285
Argentina,2008,40,0,4.043050765991211,9.822107315063477
Argentina,2009,38.5,0,4.127133846282959,9.750824928283691
Argentina,2010,38.5,0,4.060442924499512,9.836923599243164
Argentina,2011,37.400001525878906,0,4.0253520011901855,9.8847808837890625
Argentina,2012,37.400001525878906,0,4.007332801818848,9.863960266113281
Argentina,2013,37.35408020019531,0,3.9889841079711914,9.877256393432617
Argentina,2014,36.599998474121094,0,3.9889841079711914,9.841482162475586
Argentina,2015,36.186771392822266,0,3.9512441158294678,9.857512474060059
Armenia,1990,35.599998474121094,0,4.060442924499512,8.227492332458496
Armenia,1991,3.700000047683716,0,3.8712010383605957,8.112408638000488
Armenia,1992,3.700000047683716,0,4.007332801818848,7.589097023010254
Armenia,1993,3.700000047683716,0,4.043050765991211,7.5204081535339355
Armenia,1994,3.700000047683716,0,3.9120230674743652,7.5969038009643555
Armenia,1995,6.300000190734863,0,3.9120230674743652,7.684031009674072
Armenia,1996,6.300000190734863,0,3.931826114654541,7.756415843963623
Armenia,1997,6.300000190734863,0,3.828640937805176,7.800238132476807
Armenia,1998,6.300000190734863,0,3.828640937805176,7.878514766693115
Armenia,1999,3.0999999046325684,0,3.6888790130615234,7.917328834533691
Armenia,2000,3.0999999046325684,0,3.6888790130615234,7.980963230133057
Armenia,2001,3.0999999046325684,0,3.663562059402466,8.078421592712402
Armenia,2002,3.0999999046325684,0,3.8066630363464355,8.207795143127441
Armenia,2003,4.599999904632568,0,3.761199951171875,8.344499588012695
Armenia,2004,5.300000190734863,0,3.7135720252990723,8.449767112731934
Armenia,2005,5.300000190734863,0,3.6888790130615234,8.586087226867676
Armenia,2006,5.300000190734863,0,3.6888790130615234,8.717719078063965
Armenia,2007,9.199999809265137,0,3.5553479194641113,8.855182647705078
Armenia,2008,8.399999618530273,0,3.663562059402466,8.93040943145752
Armenia,2009,9.199999809265137,0,3.5835189819335938,8.784616470336914
Armenia,2010,9.199999809265137,0,3.4965078830718994,8.8102874755859375
Armenia,2011,8.399999618530273,0,3.4339869022369385,8.856818199157715
Armenia,2012,10.699999809265137,0,3.4011969566345215,8.924141883850098
Armenia,2013,10.699999809265137,0,3.332205057144165,8.952596664428711
Armenia,2014,10.699999809265137,0,3.2580959796905518,8.983579635620117
Armenia,2015,10.687020301818848,0,3.2188758850097656,9.011393547058105
Australia,1990,6.099999904632568,0,2.079442024230957,10.260560035705566
Australia,1991,6.800000190734863,0,2.079442024230957,10.244050025939941
Australia,1992,6.800000190734863,0,2.079442024230957,10.2362699508667
Australia,1993,8.800000190734863,0,2.079442024230957,10.26630973815918
Australia,1994,8.800000190734863,0,2.079442024230957,10.295439720153809
Australia,1995,8.800000190734863,0,2.079442024230957,10.321510314941406
Australia,1996,15.5,0,2.079442024230957,10.347100257873535
Australia,1997,15.5,0,2.1972250938415527,10.374629974365234
Australia,1998,15.5,0,2.079442024230957,10.407649993896484
Australia,1999,22.399999618530273,0,2.1972250938415527,10.445079803466797
Australia,2000,23,0,2.1972250938415527,10.471110343933105
Australia,2001,25.299999237060547,0,2.079442024230957,10.476739883422852
Australia,2002,25.299999237060547,0,2.079442024230957,10.502340316772461
Australia,2003,25.299999237060547,0,2.079442024230957,10.520230293273926
Australia,2004,24.700000762939453,0,1.9459099769592285,10.549249649047852
Australia,2005,24.700000762939453,0,1.9459099769592285,10.56758975982666
Australia,2006,24.700000762939453,0,1.9459099769592285,10.58218002319336
Australia,2007,26.700000762939453,0,1.9459099769592285,10.612750053405762
Australia,2008,26.700000762939453,0,1.9459099769592285,10.629019737243652
Australia,2009,27.299999237060547,0,1.9459099769592285,10.626370429992676
Australia,2010,24.700000762939453,0,1.7917590141296387,10.630669593811035
Australia,2011,24.700000762939453,0,1.9459099769592285,10.640230178833008
Australia,2012,24.700000762939453,0,1.7917590141296387,10.658069610595703
Australia,2013,26,0,1.7917590141296387,10.665860176086426
Australia,2014,26,0,1.7917590141296387,10.676259994506836
Australia,2015,26.666669845581055,0,1.7917590141296387,10.68554973602295
Austria,1990,11.5,0,2.079442024230957,10.353989601135254
Austria,1991,19.700000762939453,0,2.079442024230957,10.377840042114258
Austria,1992,19.700000762939453,0,2.079442024230957,10.38755989074707
Austria,1993,19.700000762939453,0,1.9459099769592285,10.384570121765137
Austria,1994,21.899999618530273,0,1.9459099769592285,10.404450416564941
Austria,1995,26.200000762939453,0,1.7917590141296387,10.42924976348877
Austria,1996,26.200000762939453,0,1.7917590141296387,10.451600074768066
Austria,1997,26.200000762939453,0,1.6094379425048828,10.47227954864502
Austria,1998,26.200000762939453,0,1.6094379425048828,10.506159782409668
Austria,1999,26.799999237060547,0,1.6094379425048828,10.53948974609375
Austria,2000,26.799999237060547,0,1.6094379425048828,10.570210456848145
Austria,2001,26.799999237060547,0,1.6094379425048828,10.57979965209961
Austria,2002,33.900001525878906,0,1.6094379425048828,10.591300010681152
Austria,2003,33.900001525878906,0,1.6094379425048828,10.59395980834961
Austria,2004,33.900001525878906,0,1.3862940073013306,10.614459991455078
Austria,2005,33.900001525878906,0,1.6094379425048828,10.628829956054688
Austria,2006,32.20000076293945,0,1.3862940073013306,10.656840324401855
Austria,2007,32.79999923706055,0,1.3862940073013306,10.689169883728027
Austria,2008,27.299999237060547,0,1.3862940073013306,10.701399803161621
Austria,2009,27.899999618530273,0,1.3862940073013306,10.660039901733398
Austria,2010,27.899999618530273,0,1.3862940073013306,10.676739692687988
Austria,2011,27.899999618530273,0,1.3862940073013306,10.702179908752441
Austria,2012,27.899999618530273,0,1.3862940073013306,10.704400062561035
Austria,2013,33.29999923706055,0,1.3862940073013306,10.698820114135742
Austria,2014,32.20000076293945,0,1.3862940073013306,10.699760437011719
Austria,2015,30.601089477539063,0,1.3862940073013306,10.699950218200684
"Bahamas, The",1990,4.099999904632568,0,3.828640937805176,10.09745979309082
"Bahamas, The",1991,4.099999904632568,0,3.828640937805176,10.036270141601563
"Bahamas, The",1992,8.199999809265137,0,3.8066630363464355,9.978228569030762
"Bahamas, The",1993,8.199999809265137,0,3.8066630363464355,9.962574005126953
"Bahamas, The",1994,8.199999809265137,0,3.850147008895874,9.976284980773926
"Bahamas, The",1995,8.199999809265137,0,3.891819953918457,10.003840446472168
"Bahamas, The",1996,8.199999809265137,0,3.9512441158294678,10.0322904586792
"Bahamas, The",1997,15,0,3.9889841079711914,10.041560173034668
"Bahamas, The",1998,15,0,4.007332801818848,10.076939582824707
"Bahamas, The",1999,15,0,4.060442924499512,10.133910179138184
"Bahamas, The",2000,15,0,4.110874176025391,10.15995979309082
"Bahamas, The",2001,15,0,4.158883094787598,10.16843032836914
"Bahamas, The",2002,20,0,4.204692840576172,10.175439834594727
"Bahamas, The",2003,20,0,4.2626800537109375,10.141630172729492
"Bahamas, The",2004,20,0,4.2626800537109375,10.129170417785645
"Bahamas, The",2005,20,0,4.304065227508545,10.141929626464844
"Bahamas, The",2006,20,0,4.356709003448486,10.147000312805176
"Bahamas, The",2007,12.199999809265137,0,4.356709003448486,10.142189979553223
"Bahamas, The",2008,12.199999809265137,0,4.406719207763672,10.100299835205078
"Bahamas, The",2009,12.199999809265137,0,4.3820271492004395,10.040029525756836
"Bahamas, The",2010,12.199999809265137,0,4.44265079498291,10.038680076599121
"Bahamas, The",2011,12.199999809265137,0,4.454347133636475,10.029009819030762
"Bahamas, The",2012,13.199999809265137,0,4.406719207763672,10.044529914855957
"Bahamas, The",2013,13.199999809265137,0,4.394449234008789,10.024959564208984
"Bahamas, The",2014,13.199999809265137,0,4.418839931488037,9.999467849731445
"Bahamas, The",2015,13.157899856567383,0,4.3820271492004395,9.956132888793945
Barbados,1990,3.700000047683716,0,4.060442924499512,9.565378189086914
Barbados,1991,3.5999999046325684,0,3.9512441158294678,9.52214241027832
Barbados,1992,3.5999999046325684,0,3.9512441158294678,9.459980010986328
Barbados,1993,3.5999999046325684,0,3.9512441158294678,9.464503288269043
Barbados,1994,10.699999809265137,0,4.0253520011901855,9.480792045593262
Barbados,1995,10.699999809265137,0,3.891819953918457,9.49725341796875
Barbados,1996,10.699999809265137,0,3.7841899394989014,9.53244686126709
Barbados,1997,10.699999809265137,0,3.8066630363464355,9.574994087219238
Barbados,1998,10.699999809265137,0,3.850147008895874,9.607958793640137
Barbados,1999,10.699999809265137,0,3.9120230674743652,9.60759162902832
Barbados,2000,10.699999809265137,0,3.8712010383605957,9.647725105285645
Barbados,2001,10.699999809265137,0,3.828640937805176,9.620667457580566
Barbados,2002,10.699999809265137,0,3.828640937805176,9.62562084197998
Barbados,2003,13.300000190734863,0,3.828640937805176,9.644231796264648
Barbados,2004,13.300000190734863,0,3.850147008895874,9.655146598815918
Barbados,2005,13.300000190734863,0,3.6888790130615234,9.690674781799316
Barbados,2006,13.300000190734863,0,3.5835189819335938,9.742060661315918
Barbados,2007,13.300000190734863,0,3.6375861167907715,9.755517959594727
Barbados,2008,10,0,3.5835189819335938,9.75524616241455
Barbados,2009,10,0,3.5263609886169434,9.709855079650879
Barbados,2010,10,0,3.4965078830718994,9.708561897277832
Barbados,2011,10,0,3.4339869022369385,9.70942211151123
Barbados,2012,10,0,3.367295980453491,9.70872974395752
Barbados,2013,16.700000762939453,0,3.332205057144165,9.705544471740723
Barbados,2014,16.700000762939453,0,3.332205057144165,9.702628135681152
Barbados,2015,16.666669845581055,0,3.295836925506592,9.708698272705078
Belgium,1990,8.5,0,2.1972250938415527,10.330320358276367
Belgium,1991,9.399999618530273,0,2.1972250938415527,10.344770431518555
Belgium,1992,9.399999618530273,0,2.1972250938415527,10.355899810791016
Belgium,1993,9.399999618530273,0,2.1972250938415527,10.342329978942871
Belgium,1994,9.399999618530273,0,2.1972250938415527,10.371009826660156
Belgium,1995,12.699999809265137,0,2.3025848865509033,10.39247989654541
Belgium,1996,12.699999809265137,0,2.3025848865509033,10.406330108642578
Belgium,1997,12.699999809265137,0,2.1972250938415527,10.440349578857422
Belgium,1998,12.699999809265137,0,2.1972250938415527,10.457770347595215
Belgium,1999,23.299999237060547,0,2.1972250938415527,10.490489959716797
Belgium,2000,23.299999237060547,0,2.1972250938415527,10.523759841918945
Belgium,2001,23.299999237060547,0,2.1972250938415527,10.528400421142578
Belgium,2002,23.299999237060547,0,2.079442024230957,10.541569709777832
Belgium,2003,35.29999923706055,0,2.079442024230957,10.545100212097168
Belgium,2004,34.70000076293945,0,2.079442024230957,10.576470375061035
Belgium,2005,34.70000076293945,0,2.079442024230957,10.591699600219727
Belgium,2006,34.70000076293945,0,2.079442024230957,10.60984992980957
Belgium,2007,35.29999923706055,0,2.079442024230957,10.636420249938965
Belgium,2008,35.29999923706055,0,2.079442024230957,10.636320114135742
Belgium,2009,38,0,2.079442024230957,10.605480194091797
Belgium,2010,39.29999923706055,0,2.079442024230957,10.623419761657715
Belgium,2011,38,0,2.079442024230957,10.62738037109375
Belgium,2012,38,0,1.9459099769592285,10.62246036529541
Belgium,2013,38,0,1.9459099769592285,10.619569778442383
Belgium,2014,39.29999923706055,0,1.9459099769592285,10.63064956665039
Belgium,2015,39.33332824707031,0,1.9459099769592285,10.638810157775879
Belize,1990,0,0,3.9889841079711914,8.549631118774414
Belize,1991,0,0,3.9889841079711914,8.630573272705078
Belize,1992,0,0,4.007332801818848,8.727663040161133
Belize,1993,3.4000000953674316,0,3.9889841079711914,8.771702766418457
Belize,1994,3.4000000953674316,0,4.007332801818848,8.75295352935791
Belize,1995,3.4000000953674316,0,4.007332801818848,8.733485221862793
Belize,1996,3.4000000953674316,0,3.970292091369629,8.715750694274902
Belize,1997,3.4000000953674316,0,3.970292091369629,8.714149475097656
Belize,1998,3.4000000953674316,0,3.931826114654541,8.712462425231934
Belize,1999,6.900000095367432,0,3.9512441158294678,8.75936508178711
Belize,2000,6.900000095367432,0,3.970292091369629,8.847834587097168
Belize,2001,6.900000095367432,0,3.970292091369629,8.866235733032227
Belize,2002,6.900000095367432,0,3.970292091369629,8.888225555419922
Belize,2003,3.299999952316284,0,3.9120230674743652,8.951330184936523
Belize,2004,6.699999809265137,0,3.9120230674743652,8.971257209777832
Belize,2005,6.699999809265137,0,3.9512441158294678,8.971015930175781
Belize,2006,6.699999809265137,0,3.9120230674743652,8.98979377746582
Belize,2007,3.299999952316284,0,3.828640937805176,8.974770545959473
Belize,2008,0,0,3.5835189819335938,8.9808807373046875
Belize,2009,0,0,3.663562059402466,8.962944030761719
Belize,2010,0,0,3.6109180450439453,8.9714813232421875
Belize,2011,0,0,3.4965078830718994,8.968994140625
Belize,2012,3.0999999046325684,0,3.465735912322998,8.98397445678711
Belize,2013,3.0999999046325684,0,3.367295980453491,8.975057601928711
Belize,2014,3.0999999046325684,0,3.332205057144165,8.987882614135742
Belize,2015,3.125,0,3.332205057144165,8.994833946228027
Benin,1990,2.9000000953674316,0,6.35610818862915,7.288023948669434
Benin,1991,6.300000190734863,0,6.3153581619262695,7.295641899108887
Benin,1992,6.300000190734863,0,6.291569232940674,7.289999961853027
Benin,1993,6.300000190734863,0,6.2859978675842285,7.311714172363281
Benin,1994,6.300000190734863,0,6.293418884277344,7.297455787658691
Benin,1995,7.199999809265137,0,6.30991792678833,7.323215007781982
Benin,1996,7.199999809265137,0,6.329720973968506,7.3340959548950195
Benin,1997,7.199999809265137,0,6.347389221191406,7.359574794769287
Benin,1998,7.199999809265137,0,6.357841968536377,7.368834972381592
Benin,1999,6,0,6.35610818862915,7.391354084014893
Benin,2000,6,0,6.349139213562012,7.418460845947266
Benin,2001,6,0,6.329720973968506,7.440155982971191
Benin,2002,6,0,6.308097839355469,7.455122947692871
Benin,2003,6,0,6.287858009338379,7.458587169647217
Benin,2004,7.199999809265137,0,6.259582042694092,7.471877098083496
Benin,2005,7.199999809265137,0,6.218599796295166,7.459323883056641
Benin,2006,7.199999809265137,0,6.202536106109619,7.469059944152832
Benin,2007,10.800000190734863,0,6.175867080688477,7.498661041259766
Benin,2008,10.800000190734863,0,6.1506028175354,7.518199920654297
Benin,2009,10.800000190734863,0,6.124682903289795,7.513033866882324
Benin,2010,10.800000190734863,0,6.100318908691406,7.505919933319092
Benin,2011,8.399999618530273,0,6.07764196395874,7.507082939147949
Benin,2012,8.399999618530273,0,6.06145715713501,7.52609395980835
Benin,2013,8.399999618530273,0,6.045004844665527,7.567654132843018
Benin,2014,8.399999618530273,0,6.0258660316467285,7.601467132568359
Benin,2015,7.228916168212891,0,6.003887176513672,7.5944647789001465
Bolivia,1990,9.199999809265137,0,6.052089214324951,8.21804428100586
Bolivia,1991,9.199999809265137,0,6.045004844665527,8.249688148498535
Bolivia,1992,9.199999809265137,0,6.033085823059082,8.246309280395508
Bolivia,1993,10.800000190734863,0,6.013714790344238,8.26838493347168
Bolivia,1994,10.800000190734863,0,5.993960857391357,8.294258117675781
Bolivia,1995,10.800000190734863,0,5.966146945953369,8.320245742797852
Bolivia,1996,10.800000190734863,0,5.926926136016846,8.34321117401123
Bolivia,1997,11.5,0,5.89164400100708,8.371880531311035
Bolivia,1998,11.5,0,5.857933044433594,8.401399612426758
Bolivia,1999,11.5,0,5.834811210632324,8.3863525390625
Bolivia,2000,11.5,0,5.811141014099121,8.392141342163086
Bolivia,2001,11.5,0,5.796058177947998,8.390204429626465
Bolivia,2002,18.5,0,5.777651786804199,8.39645004272461
Bolivia,2003,18.5,0,5.758902072906494,8.40521240234375
Bolivia,2004,19.200000762939453,0,5.743002891540527,8.428400039672852
Bolivia,2005,16.899999618530273,0,5.720312118530273,8.454236030578613
Bolivia,2006,16.899999618530273,0,5.6970930099487305,8.483931541442871
Bolivia,2007,16.899999618530273,0,5.662961006164551,8.511676788330078
Bolivia,2008,16.899999618530273,0,5.62401819229126,8.554706573486328
Bolivia,2009,22.299999237060547,0,5.58349609375,8.571310043334961
Bolivia,2010,25.399999618530273,0,5.533390045166016,8.595536231994629
Bolivia,2011,25.399999618530273,0,5.48479700088501,8.630255699157715
Bolivia,2012,25.399999618530273,0,5.438078880310059,8.66439437866211
Bolivia,2013,25.399999618530273,0,5.4026780128479,8.714517593383789
Bolivia,2014,53.099998474121094,0,5.370637893676758,8.752238273620605
Bolivia,2015,53.07691955566406,0,5.327876091003418,8.784395217895508
Botswana,1990,5,0,5.4930620193481445,9.000907897949219
Botswana,1991,5,0,5.451037883758545,9.045061111450195
Botswana,1992,5,0,5.424950122833252,9.046587944030762
Botswana,1993,5,0,5.420535087585449,9.039225578308105
Botswana,1994,8.5,0,5.438078880310059,9.049802780151367
Botswana,1995,8.5,0,5.4722700119018555,9.09422779083252
Botswana,1996,8.5,0,5.533390045166016,9.128849983215332
Botswana,1997,8.5,0,5.598422050476074,9.185341835021973
Botswana,1998,8.5,0,5.666427135467529,9.173189163208008
Botswana,1999,17,0,5.726848125457764,9.247522354125977
Botswana,2000,17,0,5.739792823791504,9.250589370727539
Botswana,2001,17,0,5.793014049530029,9.237821578979492
Botswana,2002,17,0,5.8230462074279785,9.282591819763184
Botswana,2003,17,0,5.811141014099121,9.314205169677734
Botswana,2004,11.100000381469727,0,5.739792823791504,9.3271484375
Botswana,2005,11.100000381469727,0,5.620400905609131,9.35731315612793
Botswana,2006,11.100000381469727,0,5.4764628410339355,9.422457695007324
Botswana,2007,11.100000381469727,0,5.370637893676758,9.486089706420898
Botswana,2008,11.100000381469727,0,5.33753776550293,9.530126571655273
Botswana,2009,7.900000095367432,0,5.2364420890808105,9.433436393737793
Botswana,2010,7.900000095367432,0,5.129899024963379,9.498086929321289
Botswana,2011,7.900000095367432,0,5.068903923034668,9.538871765136719
Botswana,2012,7.900000095367432,0,5.03043794631958,9.564126014709473
Botswana,2013,7.900000095367432,0,4.934473991394043,9.652990341186523
Botswana,2014,9.5,0,4.8978400230407715,9.674996376037598
Botswana,2015,9.523809432983398,0,4.859811782836914,9.639291763305664
Brazil,1990,5.300000190734863,0,4.644391059875488,9.244223594665527
Brazil,1991,5.599999904632568,0,4.605169773101807,9.241809844970703
Brazil,1992,5.599999904632568,0,4.553876876831055,9.220246315002441
Brazil,1993,5.599999904632568,0,4.532598972320557,9.249361991882324
Brazil,1994,6.599999904632568,0,4.477336883544922,9.28509521484375
Brazil,1995,6.599999904632568,0,4.430817127227783,9.312217712402344
Brazil,1996,6.599999904632568,0,4.454347133636475,9.318058967590332
Brazil,1997,6.599999904632568,0,4.499810218811035,9.335612297058105
Brazil,1998,6.599999904632568,0,4.543294906616211,9.323442459106445
Brazil,1999,5.699999809265137,0,4.394449234008789,9.31302547454834
Brazil,2000,5.699999809265137,0,4.18965482711792,9.338797569274902
Brazil,2001,6.800000190734863,0,4.110874176025391,9.33864688873291
Brazil,2002,6.199999809265137,0,4.127133846282959,9.355308532714844
Brazil,2003,8.600000381469727,0,4.143135070800781,9.353797912597656
Brazil,2004,8.600000381469727,0,4.18965482711792,9.397510528564453
Brazil,2005,8.600000381469727,0,4.204692840576172,9.417304039001465
Brazil,2006,8.800000190734863,0,4.219508171081543,9.445012092590332
Brazil,2007,9,0,4.204692840576172,9.493339538574219
Brazil,2008,9,0,4.18965482711792,9.532859802246094
Brazil,2009,8.800000190734863,0,4.174386978149414,9.52171516418457
Brazil,2010,8.600000381469727,0,4.174386978149414,9.584595680236816
Brazil,2011,8.600000381469727,0,4.077538013458252,9.61401081085205
Brazil,2012,8.600000381469727,0,4.0943450927734375,9.623650550842285
Brazil,2013,8.600000381469727,0,3.8712010383605957,9.644085884094238
Brazil,2014,9.899999618530273,0,3.828640937805176,9.640237808227539
Brazil,2015,9.941520690917969,0,3.7841899394989014,9.59328842163086
Bulgaria,1990,21,0,3.2188758850097656,9.13744068145752
Bulgaria,1991,12.899999618530273,0,3.1354939937591553,9.059110641479492
Bulgaria,1992,12.899999618530273,0,3.2188758850097656,8.994345664978027
Bulgaria,1993,12.899999618530273,0,3.1354939937591553,8.987409591674805
Bulgaria,1994,13.300000190734863,0,3.2188758850097656,9.008822441101074
Bulgaria,1995,13.300000190734863,0,3.178054094314575,9.04147720336914
Bulgaria,1996,13.300000190734863,0,3.178054094314575,9.062507629394531
Bulgaria,1997,10.800000190734863,0,3.2580959796905518,9.057534217834473
Bulgaria,1998,10.800000190734863,0,3.1354939937591553,9.09860897064209
Bulgaria,1999,10.800000190734863,0,3.1354939937591553,9.046480178833008
Bulgaria,2000,10.800000190734863,0,3.044523000717163,9.100314140319824
Bulgaria,2001,26.200000762939453,0,2.995732069015503,9.161822319030762
Bulgaria,2002,26.200000762939453,0,2.8903720378875732,9.24197006225586
Bulgaria,2003,26.200000762939453,0,2.8332130908966064,9.299418449401855
Bulgaria,2004,26.299999237060547,0,2.7725889682769775,9.370463371276855
Bulgaria,2005,22.100000381469727,0,2.708050012588501,9.447856903076172
Bulgaria,2006,22.100000381469727,0,2.639056921005249,9.520800590515137
Bulgaria,2007,21.700000762939453,0,2.5649490356445313,9.602104187011719
Bulgaria,2008,21.700000762939453,0,2.4849069118499756,9.644854545593262
Bulgaria,2009,20.799999237060547,0,2.397895097732544,9.614777565002441
Bulgaria,2010,20.799999237060547,0,2.397895097732544,9.634513854980469
Bulgaria,2011,20.799999237060547,0,2.397895097732544,9.659894943237305
Bulgaria,2012,22.899999618530273,0,2.3025848865509033,9.665996551513672
Bulgaria,2013,24.600000381469727,0,2.397895097732544,9.680177688598633
Bulgaria,2014,20,0,2.397895097732544,9.69906234741211
Bulgaria,2015,20.416669845581055,0,2.397895097732544,9.740978240966797
Cambodia,1990,21.399999618530273,0,6.927557945251465,6.922675132751465
Cambodia,1991,21.399999618530273,0,6.8617119789123535,6.922675132751465
